WBA,Lat,Long,gridID
497,38.28125,-121.96875,38.28125_-121.96875
497,38.15625,-121.90625,38.15625_-121.90625
497,38.21875,-121.84375,38.21875_-121.84375
497,38.21875,-121.90625,38.21875_-121.90625
497,38.21875,-121.96875,38.21875_-121.96875
497,38.28125,-121.84375,38.28125_-121.84375
497,38.28125,-121.90625,38.28125_-121.90625
497,38.28125,-121.96875,38.28125_-121.96875
497,38.21875,-121.90625,38.21875_-121.90625
497,38.21875,-121.96875,38.21875_-121.96875
497,38.28125,-121.90625,38.28125_-121.90625
497,38.28125,-121.96875,38.28125_-121.96875
497,38.28125,-121.84375,38.28125_-121.84375
497,38.15625,-121.90625,38.15625_-121.90625
497,38.21875,-121.84375,38.21875_-121.84375
498,38.15625,-121.84375,38.15625_-121.84375
498,38.15625,-121.90625,38.15625_-121.90625
498,38.21875,-121.84375,38.21875_-121.84375
498,38.21875,-121.90625,38.21875_-121.90625
498,38.15625,-121.84375,38.15625_-121.84375
498,38.15625,-121.90625,38.15625_-121.90625
498,38.21875,-121.84375,38.21875_-121.84375
498,38.21875,-121.90625,38.21875_-121.90625
498,38.21875,-121.84375,38.21875_-121.84375
498,38.21875,-121.90625,38.21875_-121.90625
498,38.15625,-121.84375,38.15625_-121.84375
498,38.15625,-121.90625,38.15625_-121.90625
498,38.21875,-121.78125,38.21875_-121.78125
518,38.21875,-120.96875,38.21875_-120.96875
518,38.21875,-121.03125,38.21875_-121.03125
518,38.28125,-120.90625,38.28125_-120.90625
518,38.28125,-120.96875,38.28125_-120.96875
518,38.21875,-120.96875,38.21875_-120.96875
518,38.21875,-121.03125,38.21875_-121.03125
518,38.28125,-120.90625,38.28125_-120.90625
518,38.28125,-120.96875,38.28125_-120.96875
518,38.28125,-120.96875,38.28125_-120.96875
518,38.21875,-120.96875,38.21875_-120.96875
518,38.21875,-121.03125,38.21875_-121.03125
518,38.28125,-120.90625,38.28125_-120.90625
518,38.28125,-121.03125,38.28125_-121.03125
519,38.34375,-120.90625,38.34375_-120.90625
519,38.28125,-120.84375,38.28125_-120.84375
519,38.28125,-120.90625,38.28125_-120.90625
519,38.34375,-120.90625,38.34375_-120.90625
519,38.28125,-120.84375,38.28125_-120.84375
519,38.28125,-120.90625,38.28125_-120.90625
519,38.28125,-120.90625,38.28125_-120.90625
519,38.28125,-120.84375,38.28125_-120.84375
519,38.34375,-120.90625,38.34375_-120.90625
519,38.28125,-120.96875,38.28125_-120.96875
519,38.21875,-120.90625,38.21875_-120.90625
526,38.21875,-121.03125,38.21875_-121.03125
526,38.21875,-121.03125,38.21875_-121.03125
526,38.21875,-121.03125,38.21875_-121.03125
526,38.28125,-121.03125,38.28125_-121.03125
526,38.28125,-120.96875,38.28125_-120.96875
526,38.21875,-120.96875,38.21875_-120.96875
526,38.21875,-121.09375,38.21875_-121.09375
527,38.21875,-120.90625,38.21875_-120.90625
527,38.21875,-120.96875,38.21875_-120.96875
527,38.21875,-121.03125,38.21875_-121.03125
527,38.21875,-120.90625,38.21875_-120.90625
527,38.21875,-120.96875,38.21875_-120.96875
527,38.21875,-121.03125,38.21875_-121.03125
527,38.21875,-120.96875,38.21875_-120.96875
527,38.21875,-120.90625,38.21875_-120.90625
527,38.21875,-121.03125,38.21875_-121.03125
527,38.28125,-120.96875,38.28125_-120.96875
527,38.15625,-120.96875,38.15625_-120.96875
528,38.21875,-120.90625,38.21875_-120.90625
528,38.21875,-120.96875,38.21875_-120.96875
528,38.21875,-121.03125,38.21875_-121.03125
528,38.28125,-120.90625,38.28125_-120.90625
528,38.28125,-120.96875,38.28125_-120.96875
528,38.21875,-120.90625,38.21875_-120.90625
528,38.21875,-120.96875,38.21875_-120.96875
528,38.21875,-121.03125,38.21875_-121.03125
528,38.28125,-120.90625,38.28125_-120.90625
528,38.28125,-120.96875,38.28125_-120.96875
528,38.21875,-120.96875,38.21875_-120.96875
528,38.21875,-120.90625,38.21875_-120.90625
528,38.28125,-120.90625,38.28125_-120.90625
528,38.21875,-121.03125,38.21875_-121.03125
528,38.28125,-120.96875,38.28125_-120.96875
529,38.21875,-120.84375,38.21875_-120.84375
529,38.21875,-120.90625,38.21875_-120.90625
529,38.28125,-120.84375,38.28125_-120.84375
529,38.28125,-120.90625,38.28125_-120.90625
529,38.21875,-120.84375,38.21875_-120.84375
529,38.21875,-120.90625,38.21875_-120.90625
529,38.28125,-120.84375,38.28125_-120.84375
529,38.28125,-120.90625,38.28125_-120.90625
529,38.28125,-120.84375,38.28125_-120.84375
529,38.28125,-120.90625,38.28125_-120.90625
529,38.21875,-120.90625,38.21875_-120.90625
529,38.21875,-120.84375,38.21875_-120.84375
529,38.28125,-120.78125,38.28125_-120.78125
530,38.09375,-120.84375,38.09375_-120.84375
530,38.09375,-120.90625,38.09375_-120.90625
530,38.15625,-120.84375,38.15625_-120.84375
530,38.15625,-120.90625,38.15625_-120.90625
530,38.15625,-120.96875,38.15625_-120.96875
530,38.21875,-120.84375,38.21875_-120.84375
530,38.21875,-120.90625,38.21875_-120.90625
530,38.09375,-120.84375,38.09375_-120.84375
530,38.09375,-120.90625,38.09375_-120.90625
530,38.15625,-120.84375,38.15625_-120.84375
530,38.15625,-120.90625,38.15625_-120.90625
530,38.15625,-120.96875,38.15625_-120.96875
530,38.21875,-120.84375,38.21875_-120.84375
530,38.21875,-120.90625,38.21875_-120.90625
530,38.15625,-120.90625,38.15625_-120.90625
530,38.15625,-120.84375,38.15625_-120.84375
530,38.21875,-120.90625,38.21875_-120.90625
530,38.09375,-120.90625,38.09375_-120.90625
530,38.09375,-120.84375,38.09375_-120.84375
530,38.21875,-120.84375,38.21875_-120.84375
530,38.15625,-120.96875,38.15625_-120.96875
531,38.21875,-120.84375,38.21875_-120.84375
531,38.21875,-120.90625,38.21875_-120.90625
531,38.28125,-120.84375,38.28125_-120.84375
531,38.21875,-120.84375,38.21875_-120.84375
531,38.21875,-120.90625,38.21875_-120.90625
531,38.28125,-120.84375,38.28125_-120.84375
531,38.21875,-120.84375,38.21875_-120.84375
531,38.21875,-120.90625,38.21875_-120.90625
531,38.28125,-120.84375,38.28125_-120.84375
531,38.21875,-120.78125,38.21875_-120.78125
531,38.15625,-120.84375,38.15625_-120.84375
532,38.21875,-120.78125,38.21875_-120.78125
532,38.21875,-120.84375,38.21875_-120.84375
532,38.28125,-120.78125,38.28125_-120.78125
532,38.28125,-120.84375,38.28125_-120.84375
532,38.21875,-120.78125,38.21875_-120.78125
532,38.21875,-120.84375,38.21875_-120.84375
532,38.28125,-120.78125,38.28125_-120.78125
532,38.28125,-120.84375,38.28125_-120.84375
532,38.21875,-120.84375,38.21875_-120.84375
532,38.21875,-120.78125,38.21875_-120.78125
532,38.28125,-120.84375,38.28125_-120.84375
532,38.28125,-120.78125,38.28125_-120.78125
532,38.21875,-120.90625,38.21875_-120.90625
533,38.15625,-122.09375,38.15625_-122.09375
533,38.15625,-122.15625,38.15625_-122.15625
533,38.21875,-122.03125,38.21875_-122.03125
533,38.21875,-122.09375,38.21875_-122.09375
533,38.15625,-122.09375,38.15625_-122.09375
533,38.15625,-122.15625,38.15625_-122.15625
533,38.21875,-122.03125,38.21875_-122.03125
533,38.21875,-122.09375,38.21875_-122.09375
533,38.15625,-122.09375,38.15625_-122.09375
533,38.21875,-122.09375,38.21875_-122.09375
533,38.21875,-122.03125,38.21875_-122.03125
533,38.15625,-122.15625,38.15625_-122.15625
534,38.15625,-122.09375,38.15625_-122.09375
534,38.21875,-121.96875,38.21875_-121.96875
534,38.21875,-122.03125,38.21875_-122.03125
534,38.15625,-122.09375,38.15625_-122.09375
534,38.21875,-121.96875,38.21875_-121.96875
534,38.21875,-122.03125,38.21875_-122.03125
534,38.21875,-122.03125,38.21875_-122.03125
534,38.15625,-122.09375,38.15625_-122.09375
534,38.21875,-121.96875,38.21875_-121.96875
534,38.21875,-122.09375,38.21875_-122.09375
534,38.28125,-122.03125,38.28125_-122.03125
535,38.15625,-121.90625,38.15625_-121.90625
535,38.21875,-121.90625,38.21875_-121.90625
535,38.21875,-121.96875,38.21875_-121.96875
535,38.15625,-121.90625,38.15625_-121.90625
535,38.21875,-121.90625,38.21875_-121.90625
535,38.21875,-121.96875,38.21875_-121.96875
535,38.15625,-121.90625,38.15625_-121.90625
535,38.21875,-121.96875,38.21875_-121.96875
535,38.21875,-121.90625,38.21875_-121.90625
535,38.15625,-121.84375,38.15625_-121.84375
536,38.15625,-121.84375,38.15625_-121.84375
536,38.15625,-121.90625,38.15625_-121.90625
536,38.15625,-121.84375,38.15625_-121.84375
536,38.15625,-121.90625,38.15625_-121.90625
536,38.15625,-121.84375,38.15625_-121.84375
536,38.15625,-121.90625,38.15625_-121.90625
536,38.21875,-121.84375,38.21875_-121.84375
536,38.09375,-121.84375,38.09375_-121.84375
536,38.15625,-121.78125,38.15625_-121.78125
537,38.15625,-121.78125,38.15625_-121.78125
537,38.15625,-121.84375,38.15625_-121.84375
537,38.15625,-121.78125,38.15625_-121.78125
537,38.15625,-121.84375,38.15625_-121.84375
537,38.15625,-121.84375,38.15625_-121.84375
537,38.15625,-121.78125,38.15625_-121.78125
537,38.21875,-121.84375,38.21875_-121.84375
537,38.09375,-121.84375,38.09375_-121.84375
537,38.15625,-121.90625,38.15625_-121.90625
549,38.03125,-121.03125,38.03125_-121.03125
549,38.09375,-120.96875,38.09375_-120.96875
549,38.09375,-121.03125,38.09375_-121.03125
549,38.03125,-121.03125,38.03125_-121.03125
549,38.09375,-120.96875,38.09375_-120.96875
549,38.09375,-121.03125,38.09375_-121.03125
549,38.09375,-120.96875,38.09375_-120.96875
549,38.09375,-121.03125,38.09375_-121.03125
549,38.03125,-121.03125,38.03125_-121.03125
549,38.09375,-120.90625,38.09375_-120.90625
549,38.15625,-120.96875,38.15625_-120.96875
550,38.09375,-120.84375,38.09375_-120.84375
550,38.09375,-120.90625,38.09375_-120.90625
550,38.09375,-120.96875,38.09375_-120.96875
550,38.09375,-121.03125,38.09375_-121.03125
550,38.15625,-120.90625,38.15625_-120.90625
550,38.15625,-120.96875,38.15625_-120.96875
550,38.15625,-121.03125,38.15625_-121.03125
550,38.09375,-120.84375,38.09375_-120.84375
550,38.09375,-120.90625,38.09375_-120.90625
550,38.09375,-120.96875,38.09375_-120.96875
550,38.09375,-121.03125,38.09375_-121.03125
550,38.15625,-120.90625,38.15625_-120.90625
550,38.15625,-120.96875,38.15625_-120.96875
550,38.15625,-121.03125,38.15625_-121.03125
550,38.09375,-120.96875,38.09375_-120.96875
550,38.09375,-120.90625,38.09375_-120.90625
550,38.15625,-120.96875,38.15625_-120.96875
550,38.15625,-121.03125,38.15625_-121.03125
550,38.09375,-121.03125,38.09375_-121.03125
550,38.15625,-120.90625,38.15625_-120.90625
550,38.09375,-120.84375,38.09375_-120.84375
551,38.15625,-122.09375,38.15625_-122.09375
551,38.15625,-122.15625,38.15625_-122.15625
551,38.15625,-122.09375,38.15625_-122.09375
551,38.15625,-122.15625,38.15625_-122.15625
551,38.15625,-122.09375,38.15625_-122.09375
551,38.15625,-122.15625,38.15625_-122.15625
551,38.21875,-122.09375,38.21875_-122.09375
551,38.09375,-122.09375,38.09375_-122.09375
552,38.15625,-122.09375,38.15625_-122.09375
552,38.15625,-122.09375,38.15625_-122.09375
552,38.15625,-122.09375,38.15625_-122.09375
552,38.21875,-122.09375,38.21875_-122.09375
552,38.21875,-122.03125,38.21875_-122.03125
552,38.09375,-122.15625,38.09375_-122.15625
552,38.15625,-122.15625,38.15625_-122.15625
553,38.03125,-121.71875,38.03125_-121.71875
554,38.03125,-121.71875,38.03125_-121.71875
555,38.03125,-121.84375,38.03125_-121.84375
555,38.09375,-121.84375,38.09375_-121.84375
555,38.03125,-121.84375,38.03125_-121.84375
555,38.09375,-121.84375,38.09375_-121.84375
555,37.96875,-121.84375,37.96875_-121.84375
555,38.03125,-121.90625,38.03125_-121.90625
555,38.03125,-121.78125,38.03125_-121.78125
567,38.03125,-120.96875,38.03125_-120.96875
567,38.03125,-121.03125,38.03125_-121.03125
567,38.09375,-120.96875,38.09375_-120.96875
567,38.09375,-121.03125,38.09375_-121.03125
567,38.03125,-120.96875,38.03125_-120.96875
567,38.03125,-121.03125,38.03125_-121.03125
567,38.09375,-120.96875,38.09375_-120.96875
567,38.09375,-121.03125,38.09375_-121.03125
567,38.03125,-120.96875,38.03125_-120.96875
567,38.03125,-121.03125,38.03125_-121.03125
567,38.09375,-121.03125,38.09375_-121.03125
567,38.09375,-120.96875,38.09375_-120.96875
567,38.03125,-120.90625,38.03125_-120.90625
568,38.03125,-120.84375,38.03125_-120.84375
568,38.03125,-120.90625,38.03125_-120.90625
568,38.03125,-120.96875,38.03125_-120.96875
568,38.09375,-120.84375,38.09375_-120.84375
568,38.09375,-120.90625,38.09375_-120.90625
568,38.09375,-120.96875,38.09375_-120.96875
568,38.03125,-120.84375,38.03125_-120.84375
568,38.03125,-120.90625,38.03125_-120.90625
568,38.03125,-120.96875,38.03125_-120.96875
568,38.09375,-120.84375,38.09375_-120.84375
568,38.09375,-120.90625,38.09375_-120.90625
568,38.09375,-120.96875,38.09375_-120.96875
568,38.03125,-120.90625,38.03125_-120.90625
568,38.03125,-120.84375,38.03125_-120.84375
568,38.09375,-120.90625,38.09375_-120.90625
568,38.03125,-120.96875,38.03125_-120.96875
568,38.09375,-120.84375,38.09375_-120.84375
568,38.09375,-120.96875,38.09375_-120.96875
569,38.03125,-121.84375,38.03125_-121.84375
569,38.03125,-121.90625,38.03125_-121.90625
569,38.03125,-121.96875,38.03125_-121.96875
569,38.03125,-121.90625,38.03125_-121.90625
569,38.03125,-121.84375,38.03125_-121.84375
569,38.03125,-121.96875,38.03125_-121.96875
569,37.96875,-121.90625,37.96875_-121.90625
570,37.96875,-121.78125,37.96875_-121.78125
570,37.96875,-121.84375,37.96875_-121.84375
570,37.96875,-121.78125,37.96875_-121.78125
570,37.96875,-121.84375,37.96875_-121.84375
570,37.96875,-121.78125,37.96875_-121.78125
570,37.96875,-121.84375,37.96875_-121.84375
570,38.03125,-121.78125,38.03125_-121.78125
570,37.90625,-121.78125,37.90625_-121.78125
570,37.96875,-121.71875,37.96875_-121.71875
571,37.96875,-121.78125,37.96875_-121.78125
571,37.96875,-121.78125,37.96875_-121.78125
571,37.96875,-121.78125,37.96875_-121.78125
571,37.90625,-121.71875,37.90625_-121.71875
571,37.90625,-121.78125,37.90625_-121.78125
571,37.96875,-121.71875,37.96875_-121.71875
571,37.96875,-121.84375,37.96875_-121.84375
572,37.96875,-121.71875,37.96875_-121.71875
572,37.96875,-121.78125,37.96875_-121.78125
572,37.96875,-121.71875,37.96875_-121.71875
572,37.96875,-121.78125,37.96875_-121.78125
572,37.96875,-121.78125,37.96875_-121.78125
572,37.96875,-121.71875,37.96875_-121.71875
572,38.03125,-121.78125,38.03125_-121.78125
572,37.90625,-121.78125,37.90625_-121.78125
572,37.96875,-121.84375,37.96875_-121.84375
573,37.96875,-121.71875,37.96875_-121.71875
573,37.96875,-121.71875,37.96875_-121.71875
573,37.96875,-121.71875,37.96875_-121.71875
573,38.03125,-121.71875,38.03125_-121.71875
573,37.90625,-121.71875,37.90625_-121.71875
573,37.96875,-121.65625,37.96875_-121.65625
573,37.96875,-121.78125,37.96875_-121.78125
574,37.96875,-121.71875,37.96875_-121.71875
574,37.96875,-121.71875,37.96875_-121.71875
574,37.96875,-121.71875,37.96875_-121.71875
574,38.03125,-121.71875,38.03125_-121.71875
574,37.90625,-121.71875,37.90625_-121.71875
574,37.96875,-121.65625,37.96875_-121.65625
574,37.96875,-121.78125,37.96875_-121.78125
575,37.90625,-121.65625,37.90625_-121.65625
575,37.90625,-121.71875,37.90625_-121.71875
575,37.96875,-121.71875,37.96875_-121.71875
575,37.96875,-121.78125,37.96875_-121.78125
575,37.90625,-121.65625,37.90625_-121.65625
575,37.90625,-121.71875,37.90625_-121.71875
575,37.96875,-121.71875,37.96875_-121.71875
575,37.96875,-121.78125,37.96875_-121.78125
575,37.96875,-121.71875,37.96875_-121.71875
575,37.90625,-121.71875,37.90625_-121.71875
575,37.96875,-121.78125,37.96875_-121.78125
575,37.90625,-121.65625,37.90625_-121.65625
575,37.96875,-121.65625,37.96875_-121.65625
576,37.96875,-121.71875,37.96875_-121.71875
576,37.96875,-121.71875,37.96875_-121.71875
576,37.96875,-121.71875,37.96875_-121.71875
576,38.03125,-121.71875,38.03125_-121.71875
576,37.90625,-121.71875,37.90625_-121.71875
576,37.96875,-121.65625,37.96875_-121.65625
576,37.96875,-121.78125,37.96875_-121.78125
578,37.90625,-121.65625,37.90625_-121.65625
578,37.90625,-121.65625,37.90625_-121.65625
578,37.90625,-121.65625,37.90625_-121.65625
578,37.96875,-121.65625,37.96875_-121.65625
578,37.84375,-121.65625,37.84375_-121.65625
578,37.90625,-121.59375,37.90625_-121.59375
578,37.90625,-121.71875,37.90625_-121.71875
587,37.96875,-120.78125,37.96875_-120.78125
587,37.96875,-120.84375,37.96875_-120.84375
587,37.96875,-120.90625,37.96875_-120.90625
587,38.03125,-120.84375,38.03125_-120.84375
587,38.03125,-120.90625,38.03125_-120.90625
587,37.96875,-120.78125,37.96875_-120.78125
587,37.96875,-120.84375,37.96875_-120.84375
587,37.96875,-120.90625,37.96875_-120.90625
587,38.03125,-120.84375,38.03125_-120.84375
587,38.03125,-120.90625,38.03125_-120.90625
587,37.96875,-120.84375,37.96875_-120.84375
587,38.03125,-120.84375,38.03125_-120.84375
587,37.96875,-120.90625,37.96875_-120.90625
587,37.96875,-120.78125,37.96875_-120.78125
587,38.03125,-120.90625,38.03125_-120.90625
588,37.84375,-121.65625,37.84375_-121.65625
588,37.90625,-121.65625,37.90625_-121.65625
588,37.84375,-121.65625,37.84375_-121.65625
588,37.90625,-121.65625,37.90625_-121.65625
588,37.84375,-121.65625,37.84375_-121.65625
588,37.90625,-121.65625,37.90625_-121.65625
588,37.78125,-121.65625,37.78125_-121.65625
588,37.84375,-121.71875,37.84375_-121.71875
588,37.84375,-121.59375,37.84375_-121.59375
596,37.90625,-120.90625,37.90625_-120.90625
596,37.90625,-120.90625,37.90625_-120.90625
596,37.90625,-120.90625,37.90625_-120.90625
596,37.96875,-120.90625,37.96875_-120.90625
596,37.84375,-120.90625,37.84375_-120.90625
596,37.90625,-120.84375,37.90625_-120.84375
596,37.90625,-120.96875,37.90625_-120.96875
597,37.84375,-120.90625,37.84375_-120.90625
597,37.90625,-120.84375,37.90625_-120.84375
597,37.90625,-120.90625,37.90625_-120.90625
597,37.96875,-120.78125,37.96875_-120.78125
597,37.96875,-120.84375,37.96875_-120.84375
597,37.96875,-120.90625,37.96875_-120.90625
597,37.84375,-120.90625,37.84375_-120.90625
597,37.90625,-120.84375,37.90625_-120.84375
597,37.90625,-120.90625,37.90625_-120.90625
597,37.96875,-120.78125,37.96875_-120.78125
597,37.96875,-120.84375,37.96875_-120.84375
597,37.96875,-120.90625,37.96875_-120.90625
597,37.90625,-120.90625,37.90625_-120.90625
597,37.90625,-120.84375,37.90625_-120.84375
597,37.96875,-120.84375,37.96875_-120.84375
597,37.96875,-120.90625,37.96875_-120.90625
597,37.96875,-120.78125,37.96875_-120.78125
597,37.84375,-120.90625,37.84375_-120.90625
598,37.84375,-120.78125,37.84375_-120.78125
598,37.84375,-120.84375,37.84375_-120.84375
598,37.90625,-120.71875,37.90625_-120.71875
598,37.90625,-120.78125,37.90625_-120.78125
598,37.90625,-120.84375,37.90625_-120.84375
598,37.96875,-120.78125,37.96875_-120.78125
598,37.96875,-120.84375,37.96875_-120.84375
598,37.84375,-120.78125,37.84375_-120.78125
598,37.84375,-120.84375,37.84375_-120.84375
598,37.90625,-120.71875,37.90625_-120.71875
598,37.90625,-120.78125,37.90625_-120.78125
598,37.90625,-120.84375,37.90625_-120.84375
598,37.96875,-120.78125,37.96875_-120.78125
598,37.96875,-120.84375,37.96875_-120.84375
598,37.90625,-120.78125,37.90625_-120.78125
598,37.90625,-120.84375,37.90625_-120.84375
598,37.96875,-120.78125,37.96875_-120.78125
598,37.84375,-120.78125,37.84375_-120.78125
598,37.96875,-120.84375,37.96875_-120.84375
598,37.84375,-120.84375,37.84375_-120.84375
598,37.90625,-120.71875,37.90625_-120.71875
601,37.84375,-120.84375,37.84375_-120.84375
601,37.84375,-120.90625,37.84375_-120.90625
601,37.90625,-120.84375,37.90625_-120.84375
601,37.90625,-120.90625,37.90625_-120.90625
601,37.84375,-120.84375,37.84375_-120.84375
601,37.84375,-120.90625,37.84375_-120.90625
601,37.90625,-120.84375,37.90625_-120.84375
601,37.90625,-120.90625,37.90625_-120.90625
601,37.84375,-120.90625,37.84375_-120.90625
601,37.84375,-120.84375,37.84375_-120.84375
601,37.90625,-120.84375,37.90625_-120.84375
601,37.90625,-120.90625,37.90625_-120.90625
601,37.84375,-120.96875,37.84375_-120.96875
602,37.84375,-120.78125,37.84375_-120.78125
602,37.84375,-120.84375,37.84375_-120.84375
602,37.90625,-120.84375,37.90625_-120.84375
602,37.84375,-120.78125,37.84375_-120.78125
602,37.84375,-120.84375,37.84375_-120.84375
602,37.90625,-120.84375,37.90625_-120.84375
602,37.84375,-120.78125,37.84375_-120.78125
602,37.84375,-120.84375,37.84375_-120.84375
602,37.90625,-120.84375,37.90625_-120.84375
602,37.84375,-120.71875,37.84375_-120.71875
602,37.90625,-120.78125,37.90625_-120.78125
603,37.84375,-120.71875,37.84375_-120.71875
603,37.84375,-120.78125,37.84375_-120.78125
603,37.90625,-120.71875,37.90625_-120.71875
603,37.90625,-120.78125,37.90625_-120.78125
603,37.84375,-120.71875,37.84375_-120.71875
603,37.84375,-120.78125,37.84375_-120.78125
603,37.90625,-120.71875,37.90625_-120.71875
603,37.90625,-120.78125,37.90625_-120.78125
603,37.90625,-120.71875,37.90625_-120.71875
603,37.84375,-120.71875,37.84375_-120.71875
603,37.84375,-120.78125,37.84375_-120.78125
603,37.90625,-120.78125,37.90625_-120.78125
603,37.90625,-120.65625,37.90625_-120.65625
604,37.84375,-121.59375,37.84375_-121.59375
604,37.71875,-121.59375,37.71875_-121.59375
604,37.78125,-121.59375,37.78125_-121.59375
604,37.84375,-121.59375,37.84375_-121.59375
604,37.71875,-121.59375,37.71875_-121.59375
604,37.78125,-121.59375,37.78125_-121.59375
604,37.78125,-121.59375,37.78125_-121.59375
604,37.71875,-121.59375,37.71875_-121.59375
604,37.84375,-121.59375,37.84375_-121.59375
604,37.78125,-121.53125,37.78125_-121.53125
604,37.78125,-121.65625,37.78125_-121.65625
615,37.84375,-120.78125,37.84375_-120.78125
615,37.84375,-120.78125,37.84375_-120.78125
615,37.84375,-120.78125,37.84375_-120.78125
615,37.90625,-120.78125,37.90625_-120.78125
615,37.78125,-120.78125,37.78125_-120.78125
615,37.84375,-120.71875,37.84375_-120.71875
615,37.84375,-120.84375,37.84375_-120.84375
616,37.84375,-120.71875,37.84375_-120.71875
616,37.84375,-120.78125,37.84375_-120.78125
616,37.84375,-120.71875,37.84375_-120.71875
616,37.84375,-120.78125,37.84375_-120.78125
616,37.84375,-120.78125,37.84375_-120.78125
616,37.84375,-120.71875,37.84375_-120.71875
616,37.90625,-120.78125,37.90625_-120.78125
616,37.78125,-120.78125,37.78125_-120.78125
616,37.84375,-120.84375,37.84375_-120.84375
617,37.84375,-120.65625,37.84375_-120.65625
617,37.84375,-120.71875,37.84375_-120.71875
617,37.84375,-120.78125,37.84375_-120.78125
617,37.84375,-120.65625,37.84375_-120.65625
617,37.84375,-120.71875,37.84375_-120.71875
617,37.84375,-120.78125,37.84375_-120.78125
617,37.84375,-120.71875,37.84375_-120.71875
617,37.84375,-120.65625,37.84375_-120.65625
617,37.84375,-120.78125,37.84375_-120.78125
617,37.90625,-120.71875,37.90625_-120.71875
617,37.78125,-120.71875,37.78125_-120.71875
618,37.65625,-121.53125,37.65625_-121.53125
618,37.71875,-121.53125,37.71875_-121.53125
618,37.71875,-121.59375,37.71875_-121.59375
618,37.65625,-121.53125,37.65625_-121.53125
618,37.71875,-121.53125,37.71875_-121.53125
618,37.71875,-121.59375,37.71875_-121.59375
618,37.71875,-121.53125,37.71875_-121.53125
618,37.71875,-121.59375,37.71875_-121.59375
618,37.65625,-121.53125,37.65625_-121.53125
618,37.71875,-121.46875,37.71875_-121.46875
618,37.78125,-121.53125,37.78125_-121.53125
622,37.65625,-121.46875,37.65625_-121.46875
622,37.65625,-121.53125,37.65625_-121.53125
622,37.71875,-121.46875,37.71875_-121.46875
622,37.71875,-121.53125,37.71875_-121.53125
622,37.65625,-121.46875,37.65625_-121.46875
622,37.65625,-121.53125,37.65625_-121.53125
622,37.71875,-121.46875,37.71875_-121.46875
622,37.71875,-121.53125,37.71875_-121.53125
622,37.65625,-121.46875,37.65625_-121.46875
622,37.65625,-121.53125,37.65625_-121.53125
622,37.71875,-121.46875,37.71875_-121.46875
622,37.71875,-121.53125,37.71875_-121.53125
622,37.65625,-121.40625,37.65625_-121.40625
623,37.59375,-121.40625,37.59375_-121.40625
623,37.65625,-121.40625,37.65625_-121.40625
623,37.65625,-121.46875,37.65625_-121.46875
623,37.59375,-121.40625,37.59375_-121.40625
623,37.65625,-121.40625,37.65625_-121.40625
623,37.65625,-121.46875,37.65625_-121.46875
623,37.65625,-121.40625,37.65625_-121.40625
623,37.65625,-121.46875,37.65625_-121.46875
623,37.59375,-121.40625,37.59375_-121.40625
623,37.65625,-121.34375,37.65625_-121.34375
623,37.71875,-121.40625,37.71875_-121.40625
624,37.59375,-121.40625,37.59375_-121.40625
624,37.65625,-121.40625,37.65625_-121.40625
624,37.59375,-121.40625,37.59375_-121.40625
624,37.65625,-121.40625,37.65625_-121.40625
624,37.65625,-121.40625,37.65625_-121.40625
624,37.59375,-121.40625,37.59375_-121.40625
624,37.71875,-121.40625,37.71875_-121.40625
624,37.65625,-121.46875,37.65625_-121.46875
624,37.65625,-121.34375,37.65625_-121.34375
633,37.84375,-120.65625,37.84375_-120.65625
633,37.78125,-120.59375,37.78125_-120.59375
633,37.78125,-120.65625,37.78125_-120.65625
633,37.84375,-120.65625,37.84375_-120.65625
633,37.78125,-120.59375,37.78125_-120.59375
633,37.78125,-120.65625,37.78125_-120.65625
633,37.78125,-120.65625,37.78125_-120.65625
633,37.78125,-120.59375,37.78125_-120.59375
633,37.84375,-120.65625,37.84375_-120.65625
633,37.78125,-120.71875,37.78125_-120.71875
633,37.71875,-120.65625,37.71875_-120.65625
634,37.53125,-121.28125,37.53125_-121.28125
634,37.53125,-121.28125,37.53125_-121.28125
634,37.53125,-121.28125,37.53125_-121.28125
634,37.59375,-121.28125,37.59375_-121.28125
634,37.46875,-121.28125,37.46875_-121.28125
634,37.53125,-121.21875,37.53125_-121.21875
634,37.53125,-121.34375,37.53125_-121.34375
643,37.78125,-120.59375,37.78125_-120.59375
643,37.78125,-120.59375,37.78125_-120.59375
643,37.78125,-120.59375,37.78125_-120.59375
643,37.84375,-120.59375,37.84375_-120.59375
643,37.71875,-120.59375,37.71875_-120.59375
643,37.78125,-120.53125,37.78125_-120.53125
643,37.78125,-120.65625,37.78125_-120.65625
644,37.46875,-121.21875,37.46875_-121.21875
644,37.53125,-121.21875,37.53125_-121.21875
644,37.53125,-121.28125,37.53125_-121.28125
644,37.46875,-121.21875,37.46875_-121.21875
644,37.53125,-121.21875,37.53125_-121.21875
644,37.53125,-121.28125,37.53125_-121.28125
644,37.53125,-121.28125,37.53125_-121.28125
644,37.46875,-121.21875,37.46875_-121.21875
644,37.53125,-121.21875,37.53125_-121.21875
644,37.53125,-121.34375,37.53125_-121.34375
644,37.59375,-121.28125,37.59375_-121.28125
660,37.46875,-121.21875,37.46875_-121.21875
660,37.46875,-121.21875,37.46875_-121.21875
660,37.46875,-121.21875,37.46875_-121.21875
