CalSim,Matched_inflow,Year,Month,vic_val,qmap_preAdj,qmap_postAdj
UNIMP_SJ,I_MLRTN,1921,10,44.34443921602165,58.210716903808844,58.210716903808844
UNIMP_SJ,I_MLRTN,1921,11,19.24494322195553,26.42639045587694,26.42639045587694
UNIMP_SJ,I_MLRTN,1921,12,20.39624099106543,32.827590068476304,32.827590068476304
UNIMP_SJ,I_MLRTN,1922,1,262.7949780568369,189.2389956574815,189.2389956574815
UNIMP_SJ,I_MLRTN,1922,2,237.30590747166144,154.6693974684007,154.6693974684007
UNIMP_SJ,I_MLRTN,1922,3,320.45007913495056,210.6394270468637,210.6394270468637
UNIMP_SJ,I_MLRTN,1922,4,288.1865444034583,275.43266618152796,275.43266618152796
UNIMP_SJ,I_MLRTN,1922,5,644.4584244855291,592.9782440591721,592.9782440591721
UNIMP_SJ,I_MLRTN,1922,6,1266.217995011298,1242.4210900345167,1242.4210900345167
UNIMP_SJ,I_MLRTN,1922,7,757.8964403983292,825.0446360384058,825.0446360384058
UNIMP_SJ,I_MLRTN,1922,8,76.20418107921704,240.98517236550794,240.98517236550794
UNIMP_SJ,I_MLRTN,1922,9,10.149137237242575,42.20205593884431,42.20205593884431
UNIMP_SJ,I_MLRTN,1922,10,5.718586391234489,12.303281420741353,12.303281420741353
UNIMP_SJ,I_MLRTN,1922,11,7.453516201366394,13.200439993404672,13.200439993404672
UNIMP_SJ,I_MLRTN,1922,12,50.15259722844941,58.53283504864765,58.53283504864765
UNIMP_SJ,I_MLRTN,1923,1,174.9440767814877,153.63759653895897,153.63759653895897
UNIMP_SJ,I_MLRTN,1923,2,389.0347779576645,268.5419380911403,268.5419380911403
UNIMP_SJ,I_MLRTN,1923,3,325.83657955214204,210.8639117350879,210.8639117350879
UNIMP_SJ,I_MLRTN,1923,4,673.3679357386858,643.7002002402755,643.7002002402755
UNIMP_SJ,I_MLRTN,1923,5,1327.9792741218116,1166.1646719472756,1166.1646719472756
UNIMP_SJ,I_MLRTN,1923,6,1328.3322348847605,1450.8241634145247,1450.8241634145247
UNIMP_SJ,I_MLRTN,1923,7,576.6629321120478,610.5855974412631,610.5855974412631
UNIMP_SJ,I_MLRTN,1923,8,49.244596354964486,155.668117715374,155.668117715374
UNIMP_SJ,I_MLRTN,1923,9,9.1070272926256,40.50395209511179,40.50395209511179
UNIMP_SJ,I_MLRTN,1923,10,8.275207479298507,17.383231299898277,17.383231299898277
UNIMP_SJ,I_MLRTN,1923,11,8.883135310135994,14.287379720896505,14.287379720896505
UNIMP_SJ,I_MLRTN,1923,12,16.445737865458405,26.180919282798016,26.180919282798016
UNIMP_SJ,I_MLRTN,1924,1,10.98886174884382,12.303635977731782,12.303635977731782
UNIMP_SJ,I_MLRTN,1924,2,28.212705175302528,42.35566354400182,42.35566354400182
UNIMP_SJ,I_MLRTN,1924,3,56.34480977702134,74.26016358113314,74.26016358113314
UNIMP_SJ,I_MLRTN,1924,4,79.99418335427235,105.32323011417095,105.32323011417095
UNIMP_SJ,I_MLRTN,1924,5,185.0707460905633,240.23334724513722,240.23334724513722
UNIMP_SJ,I_MLRTN,1924,6,28.41640637419213,100.99713570642695,100.99713570642695
