CalSim,Matched_inflow,Year,Month,vic_val,qmap_preAdj,qmap_postAdj
UNIMP_SJ,I_MLRTN,1921,10,13.791764427427257,23.39026068804098,23.39026068804098
UNIMP_SJ,I_MLRTN,1921,11,11.696772701874895,16.432899436400568,16.432899436400568
UNIMP_SJ,I_MLRTN,1921,12,22.42488577105669,33.38128752775119,33.38128752775119
UNIMP_SJ,I_MLRTN,1922,1,20.938515268594365,24.685129836623688,24.685129836623688
UNIMP_SJ,I_MLRTN,1922,2,14.60922156125955,18.36292599704496,18.36292599704496
UNIMP_SJ,I_MLRTN,1922,3,113.35287145420136,102.30851046663359,102.30851046663359
UNIMP_SJ,I_MLRTN,1922,4,272.82388319765306,253.1814823338722,253.1814823338722
UNIMP_SJ,I_MLRTN,1922,5,214.7066940415269,242.86650652594298,242.86650652594298
UNIMP_SJ,I_MLRTN,1922,6,39.14162697252456,123.94833920141014,123.94833920141014
UNIMP_SJ,I_MLRTN,1922,7,6.172772017397831,36.63637083307731,36.63637083307731
UNIMP_SJ,I_MLRTN,1922,8,4.601033918103394,28.98747338824007,28.98747338824007
UNIMP_SJ,I_MLRTN,1922,9,12.391816289860952,45.10962934337006,45.10962934337006
UNIMP_SJ,I_MLRTN,1922,10,7.390015018138453,16.34351494167887,16.34351494167887
UNIMP_SJ,I_MLRTN,1922,11,6.1111557772571,10.244732811277904,10.244732811277904
UNIMP_SJ,I_MLRTN,1922,12,13.355721216347655,18.72484166539012,18.72484166539012
UNIMP_SJ,I_MLRTN,1923,1,32.42390494884855,39.76886604416727,39.76886604416727
UNIMP_SJ,I_MLRTN,1923,2,17.170717242444187,28.28405572399713,28.28405572399713
UNIMP_SJ,I_MLRTN,1923,3,50.33315965111841,72.3826360998149,72.3826360998149
UNIMP_SJ,I_MLRTN,1923,4,120.61128759112157,141.62441743158683,141.62441743158683
UNIMP_SJ,I_MLRTN,1923,5,141.30171039420313,200.77866140301415,200.77866140301415
UNIMP_SJ,I_MLRTN,1923,6,61.57126162046827,149.9948386381928,149.9948386381928
UNIMP_SJ,I_MLRTN,1923,7,8.94900375900865,51.16817387929774,51.16817387929774
UNIMP_SJ,I_MLRTN,1923,8,4.4054111684991,24.743454128023334,24.743454128023334
UNIMP_SJ,I_MLRTN,1923,9,4.311363454068621,15.171193345196647,15.171193345196647
UNIMP_SJ,I_MLRTN,1923,10,4.912123986028179,10.561042220197981,10.561042220197981
UNIMP_SJ,I_MLRTN,1923,11,3.612147959018476,6.475164748519374,6.475164748519374
UNIMP_SJ,I_MLRTN,1923,12,9.300842343063412,15.16633691263743,15.16633691263743
UNIMP_SJ,I_MLRTN,1924,1,31.610969112551214,38.117477406502786,38.117477406502786
UNIMP_SJ,I_MLRTN,1924,2,14.464866423693728,16.98657438677964,16.98657438677964
UNIMP_SJ,I_MLRTN,1924,3,217.61079619201183,163.41216904019112,163.41216904019112
UNIMP_SJ,I_MLRTN,1924,4,214.01127887697027,208.47236642006914,208.47236642006914
UNIMP_SJ,I_MLRTN,1924,5,202.98345778460452,240.39673112431447,240.39673112431447
UNIMP_SJ,I_MLRTN,1924,6,318.64077753830225,346.04177628865807,346.04177628865807
UNIMP_SJ,I_MLRTN,1924,7,45.61053531844304,164.39857052326468,164.39857052326468
UNIMP_SJ,I_MLRTN,1924,8,5.175136510637773,41.99132175067705,41.99132175067705
UNIMP_SJ,I_MLRTN,1924,9,3.6630439617793376,11.446629236374376,11.446629236374376
UNIMP_SJ,I_MLRTN,1924,10,3.340987465683115,5.925180564040773,5.925180564040773
UNIMP_SJ,I_MLRTN,1924,11,25.641803782962683,33.77012639916709,33.77012639916709
UNIMP_SJ,I_MLRTN,1924,12,7.749444490431009,14.391099975368782,14.391099975368782
UNIMP_SJ,I_MLRTN,1925,1,23.34375598234305,26.390437168147916,26.390437168147916
UNIMP_SJ,I_MLRTN,1925,2,75.84495721104007,83.5500791828346,83.5500791828346
UNIMP_SJ,I_MLRTN,1925,3,154.96658198317903,125.76152417561687,125.76152417561687
UNIMP_SJ,I_MLRTN,1925,4,220.921943626648,215.73724376244726,215.73724376244726
UNIMP_SJ,I_MLRTN,1925,5,364.0183703348752,373.33564179182446,373.33564179182446
UNIMP_SJ,I_MLRTN,1925,6,138.34564181132512,222.99569252278408,222.99569252278408
UNIMP_SJ,I_MLRTN,1925,7,12.991899657508812,66.19713457805662,66.19713457805662
UNIMP_SJ,I_MLRTN,1925,8,4.079427018922184,16.889756734223567,16.889756734223567
UNIMP_SJ,I_MLRTN,1925,9,3.1627256549420166,5.644350541551373,5.644350541551373
UNIMP_SJ,I_MLRTN,1925,10,3.0414172308409206,3.826881091160911,3.826881091160911
UNIMP_SJ,I_MLRTN,1925,11,141.5809464841629,152.7340261868905,152.7340261868905
UNIMP_SJ,I_MLRTN,1925,12,49.58114318424452,58.42337963971981,58.42337963971981
UNIMP_SJ,I_MLRTN,1926,1,244.2351220400537,178.45234763059293,178.45234763059293
UNIMP_SJ,I_MLRTN,1926,2,347.35685388470574,235.57911174455714,235.57911174455714
UNIMP_SJ,I_MLRTN,1926,3,151.38685931571922,125.71338007166811,125.71338007166811
UNIMP_SJ,I_MLRTN,1926,4,275.5804187331146,254.98021060437995,254.98021060437995
UNIMP_SJ,I_MLRTN,1926,5,267.1500394888974,293.7343311317518,293.7343311317518
UNIMP_SJ,I_MLRTN,1926,6,150.60683228593075,247.27064303906886,247.27064303906886
UNIMP_SJ,I_MLRTN,1926,7,37.325153813155495,161.24003694781518,161.24003694781518
UNIMP_SJ,I_MLRTN,1926,8,4.5179840031983165,25.51214049336709,25.51214049336709
UNIMP_SJ,I_MLRTN,1926,9,4.154351213575617,14.699315735655043,14.699315735655043
UNIMP_SJ,I_MLRTN,1926,10,4.4366037389161885,9.800000190734863,9.800000190734863
UNIMP_SJ,I_MLRTN,1926,11,6.203569963538157,10.260794352115814,10.260794352115814
UNIMP_SJ,I_MLRTN,1926,12,34.438523166803954,49.65533911422407,49.65533911422407
UNIMP_SJ,I_MLRTN,1927,1,76.94280586661675,81.71929436466934,81.71929436466934
UNIMP_SJ,I_MLRTN,1927,2,247.8011942213117,161.97233876234864,161.97233876234864
UNIMP_SJ,I_MLRTN,1927,3,235.31347244728053,177.7100849594073,177.7100849594073
UNIMP_SJ,I_MLRTN,1927,4,326.8479806924218,292.7015721913676,292.7015721913676
UNIMP_SJ,I_MLRTN,1927,5,348.11678582357604,362.19773467747126,362.19773467747126
UNIMP_SJ,I_MLRTN,1927,6,567.4614101524529,536.6074133896439,536.6074133896439
UNIMP_SJ,I_MLRTN,1927,7,810.386686345357,896.8942086994508,896.8942086994508
UNIMP_SJ,I_MLRTN,1927,8,100.41934443978748,252.4111519414347,252.4111519414347
UNIMP_SJ,I_MLRTN,1927,9,8.8117919416156,38.43177486046059,38.43177486046059
UNIMP_SJ,I_MLRTN,1927,10,6.458776548664657,12.863957363280873,12.863957363280873
UNIMP_SJ,I_MLRTN,1927,11,9.36855910590862,14.515305561417739,14.515305561417739
UNIMP_SJ,I_MLRTN,1927,12,41.86629607215029,56.30127220585856,56.30127220585856
UNIMP_SJ,I_MLRTN,1928,1,63.26556174320371,72.2927641022378,72.2927641022378
UNIMP_SJ,I_MLRTN,1928,2,164.71404959903631,118.53051110979933,118.53051110979933
UNIMP_SJ,I_MLRTN,1928,3,182.93847114002315,136.68176864619778,136.68176864619778
UNIMP_SJ,I_MLRTN,1928,4,306.83615235225,275.85092788964727,275.85092788964727
UNIMP_SJ,I_MLRTN,1928,5,513.3389418354232,494.3121144222786,494.3121144222786
UNIMP_SJ,I_MLRTN,1928,6,677.4226593091252,573.1497873348596,573.1497873348596
UNIMP_SJ,I_MLRTN,1928,7,199.73521075111745,311.5594958986749,311.5594958986749
UNIMP_SJ,I_MLRTN,1928,8,9.747638676549624,69.77696136271685,69.77696136271685
UNIMP_SJ,I_MLRTN,1928,9,4.603830010957287,16.564462037111046,16.564462037111046
UNIMP_SJ,I_MLRTN,1928,10,3.7653686958051305,8.16772495664217,8.16772495664217
UNIMP_SJ,I_MLRTN,1928,11,6.984030082822958,10.966891305447534,10.966891305447534
UNIMP_SJ,I_MLRTN,1928,12,14.113834630862726,19.570632142822262,19.570632142822262
UNIMP_SJ,I_MLRTN,1929,1,5.9890788894158,9.787031553176073,9.787031553176073
UNIMP_SJ,I_MLRTN,1929,2,15.642634839498513,22.676774509924584,22.676774509924584
UNIMP_SJ,I_MLRTN,1929,3,39.0294503517346,41.69917488584267,41.69917488584267
UNIMP_SJ,I_MLRTN,1929,4,27.75742316164972,20.54352841356743,20.54352841356743
UNIMP_SJ,I_MLRTN,1929,5,27.85870545700472,47.28229781977055,47.28229781977055
UNIMP_SJ,I_MLRTN,1929,6,18.49634900701469,58.21124272316048,58.21124272316048
UNIMP_SJ,I_MLRTN,1929,7,7.152399870170477,43.400001525878906,43.400001525878906
UNIMP_SJ,I_MLRTN,1929,8,5.4238982852409,44.47229115262521,44.47229115262521
UNIMP_SJ,I_MLRTN,1929,9,3.56169496887946,10.862599170203591,10.862599170203591
UNIMP_SJ,I_MLRTN,1929,10,8.57987653058547,17.575022529452053,17.575022529452053
UNIMP_SJ,I_MLRTN,1929,11,23.116552249940337,31.96782698101821,31.96782698101821
UNIMP_SJ,I_MLRTN,1929,12,23.38611785596412,34.30336117203514,34.30336117203514
UNIMP_SJ,I_MLRTN,1930,1,18.78196619783471,22.37652240532952,22.37652240532952
UNIMP_SJ,I_MLRTN,1930,2,21.974116362809763,37.31621778613482,37.31621778613482
UNIMP_SJ,I_MLRTN,1930,3,39.829377026010256,43.939369862959026,43.939369862959026
UNIMP_SJ,I_MLRTN,1930,4,241.5103214960145,233.8789083992102,233.8789083992102
UNIMP_SJ,I_MLRTN,1930,5,297.20984038812645,311.79307610312594,311.79307610312594
UNIMP_SJ,I_MLRTN,1930,6,96.62198568853496,176.19078859287717,176.19078859287717
UNIMP_SJ,I_MLRTN,1930,7,8.862982482397854,50.89873599767375,50.89873599767375
UNIMP_SJ,I_MLRTN,1930,8,4.112321710501047,16.921473561158198,16.921473561158198
UNIMP_SJ,I_MLRTN,1930,9,7.0649230742571785,31.431985169506234,31.431985169506234
UNIMP_SJ,I_MLRTN,1930,10,12.364174362930424,20.276998160632235,20.276998160632235
UNIMP_SJ,I_MLRTN,1930,11,5.391259368624582,10.145821421829169,10.145821421829169
UNIMP_SJ,I_MLRTN,1930,12,52.425255613854766,58.96813646168416,58.96813646168416
UNIMP_SJ,I_MLRTN,1931,1,40.58083110700009,46.73591603656182,46.73591603656182
UNIMP_SJ,I_MLRTN,1931,2,338.7259927772017,232.9802832198047,232.9802832198047
