target_part_b,target_part_c,predictor_part_b,predictor_part_c,allow_negative,lower_bound,upper_bound
C_NFA048_SV,CHANNEL,I_NFA054,INFLOW,FALSE
C_SFY007_SV,CHANNEL,FOLSOM_INFLOW,INFLOW,FALSE
C_DER001_SV,CHANNEL,I_CSM035,INFLOW,FALSE
