2503	39.84375	-121.46875	37.10580062866	10.76134455980
2504	39.84375	-121.53125	37.10710144043	30.87398971520
2505	39.84375	-121.59375	37.10839843750	4.89904825401
2568	39.90625	-121.40625	37.07130050659	5.98804776229
2569	39.90625	-121.46875	37.07249832153	32.44935641440
2570	39.90625	-121.53125	37.07379913330	36.29981675560
2571	39.90625	-121.59375	37.07509994507	7.34064471050
2635	39.96875	-121.40625	37.03799819946	12.29549596570
2636	39.96875	-121.46875	37.03919982910	19.17735112020
2637	39.96875	-121.53125	37.04040145874	2.82084809822
2704	40.03125	-121.40625	37.00460052490	1.84727448608
3418	39.78125	-121.53125	37.14030075073	0.18214121104
3419	39.78125	-121.59375	37.14160156250	0.00115908787
